EnterpriseID,LAST,FIRST,MIDDLE,SUFFIX,DOB,GENDER,SSN,ADDRESS1,ADDRESS2,ZIP,MOTHERS_MAIDEN_NAME,MRN,CITY,STATE,PHONE,PHONE2,EMAIL,ALIAS,LINK_ID
19442592,Lopez Franco,Isaac José María,,,2014-06-26,male,999-52-6545,12453 E 115th Ave,,80640-9207,Kasie Blick,359886b3-0e76-45bc-a3db-5a4595d6874e,Henderson,Colorado,,,,Isaac José María Lopez Franco,105025
19440423,Schmitt,Brandon Eckart,,,2012-08-16,male,999-62-5365,10050 E Harvard Ave APT A505,,80231-6632,Nichole Schinner,f7c69eb6-da33-4e33-8bac-019e9902b981,Denver,Colorado,,,,Brandon Eckart Schmitt,104302
19440954,Theodore,Guthrie Leroy,,,2011-11-30,male,999-49-7692,10976 Lima St,,80640-7723,Eda Ernser,77ec0a4f-84e8-43ea-b5dc-6deba5a6cef3,Henderson,Colorado,,,,Guthrie Leroy Theodore,104479
19442226,Murphy,Ian Coinneach,,,2010-08-21,male,999-68-7833,6263 E Peakview Ave,,80111-4325,Gwyneth Tremblay,249bde64-158a-4983-9d17-4e8a99eb30b8,Centennial,Colorado,,,,Ian Coinneach Murphy,104903
19443543,Luna,Adrian Felipe,,,2014-05-17,male,999-12-1375,9101 Federal Blvd APT 307,,80260-7425,Helga Roob,645ad623-7421-4fc0-9a37-13ccd46d83ba,Westminster,Colorado,,,,Adrian Felipe Luna,105342
19439253,Margulis,Anne Camilla,,,2008-02-18,female,999-83-2197,430 Dudley St,,80226-1156,Marnie Feil,fda37058-f376-44f6-ba1f-a685085a755b,Lakewood,Colorado,,,,Anne Camilla Margulis,103962
19443603,Sato,Luca Akinori,,,2012-12-05,male,999-85-9360,4926 S Prince Ct APT 206,,80123-7749,Shawnta Doyle,c2d9f7dd-b235-4e5f-b6d5-5b7d0e6328d1,Littleton,Colorado,,,,Luca Akinori Sato,105362
19442916,Cruz,Cecilia Delia,,,2010-10-02,female,999-98-7620,7947 Neva Rd,,80503-8593,Khalilah Olson,420d549e-9ca5-4336-aa7f-4bf62912a9c7,Niwot,Colorado,,,,Cecilia Delia Cruz,105133
19440150,Smith,Terrence Olamide,,,2009-11-21,male,999-42-5959,1475 S Vancouver Ct,,80228-3815,Yvone Bashirian,947646da-8612-4d9b-9a5e-f34354780e1c,Lakewood,Colorado,,,,Terrence Olamide Smith,104211
19442133,Nguyen,Amanda Luyến,,,2010-05-02,female,999-36-2048,18115 E Caley Cir,,80016-1175,Hiedi Feeney,10f26c8b-1fb6-4388-9b32-4fe062b76ee8,Aurora,Colorado,,,,Amanda Luyến Nguyen,104872
19439451,Solorzano,Ismael Alfredo,,,2014-08-29,male,999-21-4720,12977 Cedar Dr APT #204,,80228,Sadie Heidenreich,eacaa8e7-ab65-4703-b8ca-0a3b03b2c7df,Lakewood,Colorado,,,,Ismael Alfredo Solorzano,104041
19443348,Trujillo,Gabriel Jesús,,,2012-11-11,male,999-24-2282,8420 Sheridan Blvd APT 302,,80003-6046,María Teresa Haro,69cd4b0c-c32b-40b9-997f-dc0115243ca4,Arvada,Colorado,,,,Gabriel Jesús Trujillo,105277
19443237,Flores,Liliana Erika,,,2012-05-19,female,999-82-1871,24573 E Ottawa Ave,,80016-4128,Cyndi Waelchi,71aa4b03-75b6-4045-aa30-602ca7becd69,Aurora,Colorado,,,,Liliana Erika Flores,105240
19442820,Martinez,Oceana Maite,,,2009-07-23,female,999-46-6195,2394 W 23rd Cir,,80401-2219,Elna Pacocha,f33d6813-fd08-4a9a-96eb-93b3810a6226,Golden,Colorado,,,,Oceana Maite Martinez,105101
19439139,Pham,Anh Hoa,,,2011-03-08,female,999-50-2759,1719 Kenton St,,80010-2427,Marlana Botsford,97580f17-ff89-48dd-8994-ce24a0770127,Aurora,Colorado,,,,Anh Hoa Pham,103928
19438814,Colon,Vincent Ángel,,,2012-02-21,male,999-32-9263,6638 Green River Dr UNIT E,,80130-6752,Noemi Gislason,3c37b711-7e30-41d1-a4bb-4c692a8ebef1,Hghlnds Ranch,Colorado,,,,Vincent Ángel Colon-Martinez,100653
19440840,Bostick,Dakota Rowena,,,2010-04-21,female,999-84-7734,19 Moline St,,80010-4637,Maren Price,bab5bdf5-5132-482e-8af4-8b26cda19098,Aurora,Colorado,,,,Dakota Rowena Bostick,104441
19437870,Vonschaumburg,Ashtin Mandi,,,2011-05-08,female,999-90-8081,3301 E Euclid Ave,,80229.0,Georgene Gleason,825375c6-2ace-4419-b6a6-c4522e9ed1f1,Denver,Colorado,,,,Ashtin Mandi Vonschaumburg,100187
19438574,Mora,Mauricio Leonardo,,,2010-02-13,male,999-50-5463,10219 New-Sagecrest St,,80126-8865,Dorotea Chapa,2644c544-41ba-43c1-8b1b-b198ef7b1761,Ranch,Colorado,,,,Mauricio Leonardo Mora,100537
19437954,LNU,Jackson Kody,,,2014-06-12,male,999-21-1218,6661 Newport St,,80022-2834,Justa Dooley,602e0e10-3b52-4c13-ae1e-a0e4a6e383af,Commerce City,Colorado,,,,Jackson Kody LNU,100229
19441188,Baker,Beau Eldon,,,2014-04-17,male,999-26-9081,10214 Royal Eagle St,,80129-5649,Reyna Cummerata,2c9f360b-a161-4d52-85ac-71111522a9ba,Hghlnds Ranch,Colorado,,,,Beau Eldon Baker,104557
19442898,Cordova,Alyssa Romina,,,2010-08-07,female,999-16-1634,14783 E 25th Ave,,80011-2957,Caryl Rath,ff60ccac-7e82-4487-970c-026054080321,Aurora,Colorado,,,,Alyssa Romina Cordova,105127
19439477,Patricio,Joana Amanda,,,2007-07-03,female,999-48-8150,3435 Watada St,,80601-3437,Dot Lueilwitz,cd63232e-0f50-496e-9459-8d55cc0b2cca,Bighton,Colorado,,,,Joana Amanda Patricio,104050
19438492,Campós,MonicaUrraca,,,2011-08-06,female,999-66-8542,389 W Maplewood Ln,,80124-9419,Janae Jaskolski,63c87f65-706a-4c7c-8ed9-d2545a9e86e6,Lone Tree,Colorado,,,,MonicaUrraca Campós,100498
19443216,Dominguez,Romola Amy,,,2011-04-08,female,999-30-6784,6638 E Colfax Ave,,80220-1702,Marleen Sipes,9e0719c7-b0dd-4047-9ccf-2f0a63cf4073,Denver,Colorado,,,,Romola Amy Dominguez,105233
19442460,Moran,Alexa Nelda,,,2013-10-19,female,999-77-8403,5150 Milwaukee St,,80216-2335,Mittie Purdy,6b74dc28-667d-495c-8987-28a3b52135c3,Denver,Colorado,,,,Alexa Nelda Moran,104981
19442583,Rendon,Mariana Nikolina,,,2013-05-14,female,999-85-9616,10513 Pierson Cir,,80021-3523,Carley Wolf,e9c1aa74-bca7-44a1-aeb3-b6a388c0e212,Westminster,Colorado,,,,Mariana Nikolina Rendon,105022
19439079,Hagerman,Ilona L,,,2007-11-06,female,999-26-8751,3528 W 80th Ave,,80030-4276,Galina Hahn,12f761db-4b22-4572-9dff-c07e979a97ac,Westminster,Colorado,,,,Ilona L Hagerman,103907
19442886,Martinez,Hugo Federico,,,2014-11-18,male,999-34-1909,5002 Stonecrop Cir,,80109-8492,Inger Bradtke,91b70c84-c7e8-4558-a65e-2b58debaeef7,Castle Rock,Colorado,,,,Hugo Federico Martinez,105123
19437928,Forrest,Savon Elliot,,,2009-05-28,male,999-40-2089,5033 s Meadow Lar;,,80109-8476,Skye Bergnaum,418cd98f-3515-4da1-9395-c1f2ad0892de,Castle Rock,Colorado,,,,Savon Elliot Forrest,100216
19442850,Dominguez,Cristian Enrique,,,2010-07-12,male,999-83-9955,12672 E Bates Cir,,80014-3316,Jacalyn Cassin,c394239f-2d51-41c2-b2d3-b5945206324a,Aurora,Colorado,,,,Cristian Enrique Dominguez,105111
19439613,Aneshansley,Jennifer Lauren,,,2009-03-04,female,999-19-6031,8672 E Kettle Cir,,80112-2707,Julie Cronin,817770b5-9bd6-4e9c-a5ea-97fe94cbd559,Centennial,Colorado,,,,Jennifer Lauren Aneshansley,104096
19441824,Winfield,Alexis Madonna,,,2009-01-01,female,999-29-2908,9799 Quitman Way,,80031-2627,Chieko McGlynn,bc1ff732-e072-416f-94b3-219e62739a9e,Westminster,Colorado,,,,Alexis Madonna Winfield,104769
19443369,Arvizo,Daniel Bruno,,,2014-01-10,male,999-12-6502,21344 White Pine Ct,,80138-6310,Tula Lueilwitz,3a9c2ff1-fcf8-48bf-8772-5f47a36f2f23,Parker,Colorado,,,,Daniel Bruno Arvizo,105284
19438408,Corliss,Laura-Eithna,,,2013-12-04,female,999-80-6850,83 E Delta St,,80219.0,Arnetta Mertz,f2799692-d321-4aef-93df-7da7e228e902,Denver,Colorado,,,,Laura-Eithna Corliss,100456
19439010,Stiles,Maya Patience,,,2012-01-26,female,999-65-8466,1532 S Haleyville St,,80219-1434,Arlena Volkman,72a2cf14-f424-456d-a5a0-af2a57ad9482,Denver,Colorado,,,,Maya Patience Stiles,100746
19442757,Villalobos,Jasmine Emily,,,2012-03-10,female,999-19-3412,7031 Wolff St,,80030-5830,Precious McCullough,581d7462-7476-4f01-8880-a33ef8d093fe,Westminster,Colorado,,,,Jasmine Emily Villalobos-Valles,105080
19438668,Spiegelberg Liss,Matt Morris,,,2011-08-24,male,999-96-3947,1279 Fox Hill Dr,,80504-1312,Marleen Klocko,32d0da0c-ff18-44f7-bb21-895de52c9642,Longmont,Colorado,,,,Matt Morris Spiegelberg Liss,100584
19437932,LNU,Roxanne Amber,,,2011-09-26,female,999-72-3177,8201 Cattail Dr,,80503-7285,Celestine Hoppe,c74e0d84-0b26-41e3-94a7-92f58cc77f10,Niwot,Colorado,,,,Roxanne Amber LNU,100218
19443567,Padilla,Vincent Nazario,,,2011-06-27,male,999-66-5347,11233 Benton Ct,,80020-6808,Dawn Swift,46d2fcd2-7a46-4fdf-9ab8-b47ab30c877e,Westminster,Colorado,,,,Vincent Nazario Padilla,105350
19440753,King,Elijah Barton,,,2013-04-03,male,999-66-6783,409 Barnard Ct,,80501-6104,Elvie Tremblay,8f026b45-5302-4672-a80a-44183299aced,Longmont,Colorado,,,,Elijah Barton King,104412
19443477,Enciso,Francisco Guillermo,,,2012-09-06,male,999-62-2185,5794 S Hannibal Way,,80015-4250,Debera Cremin,0cebac26-f6bd-4111-8533-7a2bb490517a,Centennial,Colorado,,,,Francisco Guillermo Enciso,105320
19439265,Scull,Jocelyn Rosemary,,,2007-11-23,female,999-22-2555,1445 Stuart St,,80501-2415,Guillermina Block,e5a700c0-5c38-4465-a06a-5dc2ad89d3a3,Longmont,Colorado,,,,Jocelyn Rosemary Scull,103968
19440765,Ricketts,Raechel Doris,,,2011-06-09,female,999-20-4628,7321 N 115th St,,80504-8415,Noelle Harvey,65169d89-a7d7-40f0-ae22-a010f9fb6a49,Longmont,Colorado,,,,Raechel Doris Ricketts,104416
19441407,Peisley,Ashley Marcia,,,2013-07-19,female,999-17-3481,8258 Everett Way,,80005-2209,Soledad Cortés,76978117-3989-4fe3-81e9-9d45b4eda54a,Arvada,Colorado,,,,Ashley Marcia Peisley,104630
19443099,Dominguez,Jeremy Bernardo,,,2011-09-11,male,999-46-3407,5231 S Emporia Ct,,80111-3668,Paulene Bergstrom,f8243335-8929-42dd-9748-bf8212018886,Greenwood Vlg,Colorado,,,,Jeremy Bernardo Dominguez,105194
19441326,Ferden,Kalley Freda,,,2012-01-11,female,999-48-9810,2037 16th St,,80302-5402,Natalie Jacobson,37a8da4b-3111-4de6-8d90-7aa6171b6183,Boulder,Colorado,,,,Kalley Freda Ferden,104603
19442049,Dierickx Gamboa,Sabrina Caroline,,,2010-11-11,female,999-94-9609,8953 Redwing Ave,,80126-5260,Delorse Metz,b60c9c52-f329-4d2d-8a35-e04c9e359f0a,Hghlnds Ranch,Colorado,,,,Sabrina Caroline Dierickx Gamboa,104844
19437691,Nelson,Emilee Babs,,,2014-03-30,female,999-90-5641,9696 W Swarthmore Dr,,26836.0,Lawana Blick,c9a71a2b-af79-4c91-9614-b776a07c95a1,Littleton,Colorado,,,,Emilee Babs Nelson,100096
19441716,Cooper,Saxon Carter,,,2010-05-31,male,999-87-1916,19823 E 47th Ave,,80249-6720,Ardith Koelpin,87d2f104-a768-4c90-911e-e165f32f33ac,Denver,Colorado,,,,Saxon Carter Cooper-Vandy,104733
19441446,Stephan,Rebecca Georgiana,,,2009-03-01,female,999-45-2315,2535 S Hooker St,,80219-5822,Elna Murphy,9fe684fe-4a4d-401d-8eef-9b58e94476e6,Denver,Colorado,,,,Rebecca Georgiana Stephan,104643
19439749,Rakestraw,Vivian C,,,2017-08-28,female,999-89-3898,6309 Ingalls St,,80003-5034,Theda Swaniawski,21082f06-dcc8-4575-92b0-7780f39874cf,Arvada,Colorado,,,,Vivian C Rakestraw,104131
19441086,Hopkins,Kane Alan,,,2013-09-15,male,999-54-8610,5631 E Kettle Pl,,80112-2458,Earlie Wiza,cedeef46-1fce-49ed-93fb-de584e7d8cde,Centennial,Colorado,,,,Kane Alan Hopkins,104523
19438342,Lane,BABY BOY,,,2011-04-07,male,999-92-3093,11233 CLERMONT DRIVE,,80020-6808,Margarett Becker,4c77c6dd-1f45-4550-afea-e72eee0e67c2,Westminster,Colorado,,,,BABY BOY Lane,100423
19441983,Brown,Austin Julian,,,2014-09-17,male,999-44-5300,8769 Larch Trl,,80134-4093,Adah Swift,fd26d392-7ae9-4d89-bb80-ea35aa6188fe,Parker,Colorado,,,,Austin Julian Brown,104822
19440459,Koller,Kaira Annett,,,2009-09-20,female,999-77-1793,5540 Hackney Ct,,80134-5310,Lilia Quiroz,2918f9f6-715b-4401-9d62-bcff4f5af275,Parker,Colorado,,,,Kaira Annett Koller,104314
19441200,Greenfield,Gabrielle Janet,,,2013-04-09,female,999-21-3701,2905 Aurora Ave APT 131,,80303-2262,Melissa Volkman,a707a050-4ecf-4e0e-8c03-aa334f1d90d1,Boulder,Colorado,,,,Gabrielle Janet Greenfield,104561
19442034,Alvey,Nicole Lindy,,,2010-11-06,female,999-49-2360,1930 Dichter Ct,,80229-4646,Mercedes Toledo,5d38e0a1-55d8-4bf9-a216-9665a7034bf9,Thornton,Colorado,,,,Nicole Lindy Alvey,104839
19443888,Maybee,Christine Georgia,,,2010-11-16,female,999-61-9906,1744 Spencer St,,80501-7189,Kasey Smith,ddf32067-b63b-407d-9656-6a68c7f9a7c6,Longmont,Colorado,,,,Christine Georgia Maybee,105457
19442808,Lemus,Emmanuel Antero,,,2009-06-27,male,999-89-2543,13991 Braun Dr,,80401-6826,Simone Yundt,7011d2f5-a482-4cf8-91fe-5c9911320ea6,Golden,Colorado,,,,Emmanuel Antero Lemus,105097
19439022,Egerton,Joseph Eugene,,,2011-11-15,male,999-74-5396,1415 S Pierce St,,80127-2576,Catalina Laureano,191c2545-c34c-4b39-bbb7-a5c090465242,Littleton,Colorado,,,,Joseph Eugene Egerton,100752
19441896,Richardson,Sabrina Nadia,,,2009-05-26,female,999-60-2005,4157 S Crystal Ct APT 826,,80014-4262,Marcene Ratke,ba66a924-d70e-4a19-8891-02f80e8ec64c,Aurora,Colorado,,,,Sabrina Nadia Richardson,104793
19441878,Norwood,Olivia Charity,,,2009-05-26,female,999-86-7752,287 Teal St,,80233-4088,Judie Bailey,7fe5e000-260f-45d3-8d9e-778447c613b6,Northglenn,Colorado,,,,Olivia Charity Norwood,104787
19441722,Higgs,Alex Christopher,,,2014-11-22,male,999-68-7223,3610 Johnson St,,80033-5727,Wendolyn Strosin,439a61d4-24dd-4419-a3a9-de9a63762d42,Wheat Ridge,Colorado,,,,Alex Christopher Higgs,104735
19443867,Ross,Tara Becky,,,2009-11-11,female,999-33-1399,5085 Kalispell St,,80239-5669,Holli Nicolas,3f7c7bfc-61bb-4356-a630-2345320d33bf,Denver,Colorado,,,,Tara Becky Ross,105450
19443714,Frase,Sam Cliff,,,2014-04-05,male,999-22-4269,7119 Galapago St,,80221-3029,Criselda Rau,16e54fcb-df9b-4b32-9eba-ef6549826dd0,Denver,Colorado,,,,Sam Cliff Frase,105399
19442373,Mccasland,Riley Jana,,,2009-11-27,female,999-43-9557,6567 E 62nd Way,,80022-3581,Joeann Zieme,01e956de-07ca-43eb-b9c3-45982f50f04a,Commerce City,Colorado,,,,Riley Jana Mccasland,104952
19442901,Gutierrez,Luis Cristian,,,2010-07-07,male,999-76-8358,14977 E 50th Dr,,80239-4282,Zola Nikolaus,51dcb109-ea6d-4029-b976-27d96aeac5b9,Denver,Colorado,,,,Luis Cristian Gutierrez,105128
19441803,Morrison,Daniel Abe,,,2012-11-05,male,999-14-7401,630 Newport St,,80220-5506,Lyndsay McGlynn,b322d63d-a995-40ac-a1e5-5bc09140d3f2,Denver,Colorado,,,,Daniel Abe Morrison,104762
19438076,Mejia,Lilian Blanche,,,2011-12-01,female,999-83-1894,476 South St,,80127-5209,Chanda Crooks,d1aac442-3961-45f5-86aa-2091bc2f7a90,Littleton,Colorado,,,,Lilian Blanche Mejia,100290
19438012,Bacon,Delainey Reenie,,,2011-06-15,female,999-78-8202,10831 HALLEYS WAY,,80015-4273,Fawn Shields,1a24d429-0cf6-48ed-a053-7397709d1d3b,Centennial,Colorado,,,,Delainey Reenie Bacon-Harrow,100258
19443351,Gonzalez,Ricardo Marcelo,,,2014-01-18,male,999-20-6425,9033 Federal Blvd APT 354,,80260-7458,Tameka Walsh,9bc1014f-89b8-444e-a7d9-7cc5501b8568,Westminster,Colorado,,,,Ricardo Marcelo Gonzalez,105278
19441251,Harmon,Deric Edgar,,,2011-09-01,male,999-86-9321,9649 S Hackberry St,,80129-6422,Micaela Cintrón,d8c18150-54ff-49a7-b921-6f7ef1f93d07,Hghlnds Ranch,Colorado,,,,Deric Edgar Harmon,104578
19443429,Luevano,Melissa Melanie,,,2010-02-06,female,999-50-1085,1243 Utica St,,80204-1252,Yasuko Nienow,5a3d3dc4-f661-4bd5-93e1-d975115cc91b,Denver,Colorado,,,,Melissa Melanie Luevano,105304
19441020,Bashor,Tia Mona,,,2013-08-12,female,999-98-8871,684 Rose Dr,,80601-3367,Timika Fay,b02d8ffd-25d2-495f-b2d3-fc2de2fb6d46,Brighton,Colorado,,,,Tia Mona Bashor,104501
19442538,Aguilera,Kimberly Isidora,,,2011-01-13,female,999-41-6688,5481 S Federal Cir APT G306,,80123-8586,Nia Reichel,2d8f0921-3991-4bbd-8f49-6125b9d6e275,Littleton,Colorado,,,,Kimberly Isidora Aguilera,105007
19442109,Boykin,Brandon Myron,,,2009-10-08,male,999-84-9625,10085 Holland Ct,,80021-3837,Cherelle Zboncak,4b66cdc6-0046-42dc-8b85-b577b1820ad3,Broomfield,Colorado,,,,Brandon Myron Boykin,104864
19441203,Watkins,Lewis Byron,,,2011-06-15,male,999-46-8824,3487 Blanca Peak Ct,,80027-6139,Carie Hermiston,0cb3c9fe-5934-4ed5-9efa-dea3b273d662,Superior,Colorado,,,,Lewis Byron Watkins,104562
19440114,Hubbard,Jamison Welde,,,2014-10-22,male,999-87-1668,24561 E Idaho Pl,,80018-6123,Dixie McKenzie,7a6629b8-fd34-4863-89a0-d68d7e86a486,Aurora,Colorado,,,,Jamison Welde Hubbard,104199
19442382,Bowyer,Rachel Olive,,,2012-04-21,female,999-78-2547,7285 S Upham Ct,,80128-4765,Cythia Towne,e3414992-d9ff-4ca5-9759-829c7c192a19,Littleton,Colorado,,,,Rachel Olive Bowyer,104955
19441461,Mccullough,Jordan Melville,,,2013-02-10,male,999-37-7751,4945 S Indian Trl,,80439-5731,Luisa Montemayor,7d19a4b1-be26-4041-b683-9646c029a2f7,Evergreen,Colorado,,,,Jordan Melville Mccullough,104648
19439633,Hancock,Steven Brandon,,,2012-04-23,male,999-76-1653,8155sundown lane,,80221,Angla Leuschke,09966440-8e39-465c-97aa-76b5d3d8c774,denver,Colorado,,,,Steven Brandon Hancock,104101
19440135,Collins,Avery Tewelde,,,2011-10-12,male,999-26-6445,7565 Fenton St,,80003-2928,Cristie Champlin,9aeabd25-1214-44e1-9159-15df38fefd7e,Westminster,Colorado,,,,Avery Tewelde Collins,104206
19439555,Lee,Steven Matthew,,,2010-01-19,male,999-37-9639,304 Laveta Ave,,80401-4937,Soo Runolfsson,1af7aecf-f59a-429e-80c3-b5c576a55364,Golden,Colorado,,,,Steven Matthew Lee,104076
19442685,Lucero,Kiarra Anabel,,,2010-10-12,female,999-17-6627,1805 S Bannock St APT 103,,80223-3637,Lashon Okuneva,d2e80c76-c917-49e0-b2ec-9bd3f40140a6,Denver,Colorado,,,,Kiarra Anabel Lucero,105056
19438180,Vassos,Baby Boy,,,2012-01-28,male,999-16-8704,7947 Neva Rd,,80503-8593,Gertie Christiansen,5079aaec-04ee-4982-9e73-0bcb78a4b23d,Niwot,Colorado,,,,Baby Boy Vassos,100342
19443525,Lucero,Alizah Laura,,,2009-05-10,female,999-99-6344,1195 S Norfolk St,,80017-4175,Lucia Nienow,2f32d9b7-3bd2-4034-a119-9431b53a18cd,Aurora,Colorado,,,,Alizah Laura Lucero,105336
19443648,Dunn Sparks,Xavier Kifle,,,2011-09-14,male,999-17-6219,7599 W 72nd Ave APT 13,,80003-3038,Elise Reinger,ae13f7bc-7850-49cc-8ed8-322fb23d36da,Arvada,Colorado,,,,Xavier Kifle Dunn Sparks,105377
19442409,Reagan,Xander Kyle,,,2014-11-28,male,999-63-4923,6832 S Netherland Way,,80016-2601,Adriene Bins,58ea3db0-5de7-4a07-aeac-4b5d653cd1e9,Aurora,Colorado,,,,Xander Kyle Reagan,104964
19443681,Anderson,Sally Paula,,,2012-11-14,female,999-61-6723,381 Red Deer Rd,,80116-8739,Grisel Schmeler,d9480ebc-6b89-4095-8a0c-029c2c316a29,Franktown,Colorado,,,,Sally Paula Anderson,105388
19437563,Collins,Andrew Seth,,,2013-06-07,male,999-13-7597,1200 W Hoye Place,,80223-2702,Celesta Graham,b5717f1c-da1e-457a-9ba6-ee57e2334ae2,Denver,Colorado,,,,Andrew Seth Collins,100035
19439489,Graciano,Carlo Giancarlo,,,2011-01-26,male,999-29-2169,delaware st,,80110-5648,Callie Berge,83cd2cc3-988f-4aaa-81a6-0500d77bd7c8,englewood,Colorado,,,,Carlo Giancarlo Graciano,104056
19439075,Moeder,Pasqual Mathias,,,2007-10-02,male,999-53-4409,159       Rankin,,80403-8368,Chloe Walter,4b02340d-3986-41a4-9fdb-2f91a6543260,Golden,Colorado,,,,Pasqual Mathias Moeder,103906
19441932,Holland,Madison Cathy,,,2012-05-25,female,999-37-8679,1960 Sherrelwood Cir,,80221-7720,Eunice Green,48620e39-d368-4a08-bf3f-02168ed95de4,Denver,Colorado,,,,Madison Cathy Holland,104805
19437877,Fleck,Izabella Ellen,,,2008-01-09,female,999-67-8591,3324 E Euclid Ave,,80121-3614,Corinne Waters,109d449e-6a14-44b3-b66c-127c64e55e37,Centennial,Colorado,,,,Izabella Ellen Fleck,100190
19441449,Jenkins,Rebekah Lizzie,,,2011-06-21,female,999-29-4571,2844 W Archer Pl,,80219-2104,Adela Ávalos,06c27000-dd73-4e37-9efb-e35beb6ed767,Denver,Colorado,,,,Rebekah Lizzie Jenkins,104644
19440381,Strader,Bailey Beate,,,2014-03-10,female,999-57-5892,1717 Duchess Dr APT 4,,80501-7436,Patsy Hilll,7d8d30e2-81f4-4deb-b279-99f15b281aaf,Longmont,Colorado,,,,Bailey Beate Strader,104288
19443588,Vargas,Lukus Dante,,,2012-08-26,male,999-87-1938,5516 Spine Rd UNIT 201,,80301-3672,Pamela Feest,4e30e591-fd99-4fe0-8291-6a3d7057cd17,Boulder,Colorado,,,,Lukus Dante Vargas-Christenson,105357
19443645,Brenza,Xavier Jelani,,,2012-09-15,male,999-79-4861,903 Laramie Ln,,80516-7531,Judie Rutherford,cdd9349f-2cea-476b-8b16-52b365808f15,Erie,Colorado,,,,Xavier Jelani Brenza,105376
19442748,Garcia,Jazmin Luna,,,2013-07-01,female,999-37-2962,15952 E Exposition Dr,,80017-2118,Merle Kirlin,dfe5e1b5-6f27-471b-92c4-fe1c0adee1f9,Aurora,Colorado,,,,Jazmin Luna Garcia,105077
