EnterpriseID,LAST,FIRST,MIDDLE,SUFFIX,DOB,GENDER,SSN,ADDRESS1,ADDRESS2,ZIP,MOTHERS_MAIDEN_NAME,MRN,CITY,STATE,PHONE,PHONE2,EMAIL,ALIAS,LINK_ID
19438714,Westbrook,James Sandford,,,2013-07-16,male,999-97-4335,2279 Stevens Ct,,80109,Serafina Schamberger,4c9ae95a-3180-4f81-b1a5-fe3670541162,Castle Rock,Colorado,,,,James Sandford Westbrook,100607
19439909,Carranza,Edgar Aníbal,,,2009-01-29,male,999-22-3923,378 Potomac Way APT D108,,80011-8581,Katharyn Stark,cf88c66f-5c07-4f13-95c9-3ede22041ff6,Aurora,Colorado,,,,Edgar Aníbal Carranza,100783
19437668,LNU,Lisa-Marie,,,2012-10-15,female,999-53-4553,465 Breeze Ln,,80017-5104,Annmarie Cassin,4812935c-9910-468d-a748-6f716e526e3d,Aurora,Colorado,,,,Lisa-Marie LNU,100084
19437746,Reyes,Eda Paula Paula,,,2013-11-11,female,999-37-5595,12924 Leyden               Way,,80120-4493,Dusti Emard,24b0a71c-d387-427a-9546-4a1f3d28df87,Littleton,Colorado,,,,Eda Paula Paula Reyes,100125
19438764,Dulin,Brendon Aengus,,,2011-04-07,male,999-35-7577,13673 W Tulane Pl,,80465-1158,Silvana Donnelly,d1d945c7-2004-453e-a221-f54a85fbb337,MORRISON,Colorado,,,,Brendon Aengus Dulin,100632
19437607,Belmont,Evelyn Cynthia,,,2012-07-31,female,999-19-5731,4255 Kittredge St APT 2121,,80239.0,Cassey Sipes,a79fc29a-2957-46d9-a9af-a61e260c3646,Denver,Colorado,,,,Evelyn Cynthia Belmont,100052
19438118,Weaver,Jessica Ruby,,,2014-02-28,female,999-61-5912,5484 S Danube Way,,80015.0,Lajuana Emard,cce89de6-acf7-4441-852f-a2b4fef2156d,centennial,Colorado,,,,Jessica Ruby Weaver,100311
19438114,,Brian Louis,,,2011-06-27,female,999-91-4192,4718 S Xenophon St,,,Kizzy Brakus,1a5746da-0bcf-4eb7-8571-f322a27fa59c,,Colorado,,,,Brian Louis,100309
19438142,Lightley,Tyler Reginald,,,2012-10-18,male,999-46-9519,3470 Longwood Ave,,80219-2801,Marcene Bartoletti,599990e9-287e-4be4-a815-11009a1c6054,Denver,Colorado,,,,Tyler Reginald Lightley,100323
19437872,Boldt,Michael;,,,2010-10-16,male,999-51-2213,14811 E CASPIAN PL,,80015-4248,Season Herzog,3b754220-3070-41a7-9585-5e0694fbc110,Centennial,Colorado,,,,Michael; Boldt,100188
19437680,Lark,E Fenton,,,2010-04-02,male,999-65-1740,2211 Via Del Sueno Ct,,80239-5019,Sheri Batz,d9a05f82-41bd-46da-a069-107abcc53110,Denver,Colorado,,,,E Fenton Lark,100090
19438784,Morrison,Lucy,,,2012-05-26,female,999-38-3308,4433 Federal Blvd,,80211-1417,Susana Castillo,861dd761-cc5d-4136-ac95-6c6cf6d965d1,Denver,Colorado,,,,Lucy Morrison,100640
19439174,Sorto Rodrigues,Estela M,,,2010-03-20,female,999-72-9645,6482 E Costilla Pl,,80112-1000,Graciela Salinas,93672cf4-57a5-439a-a7e1-1d0402e19a02,Centennial,Colorado,,,,Estela M Sorto Rodrigues,105472
19438466,England,Alexander Cecil,,,2010-08-11,male,999-37-1758,730 S 45th St,,80302-7202,Mai Kuhlman,947f66e2-c940-453e-9f3a-a1a17b52c80f,Boulder,Colorado,,,,Alexander Cecil England,100485
19439933,Esparza,Vanessa Fatima,,,2010-12-08,female,999-76-5237,1548 N Ogden St APT 304,,80113-1459,Kina Stroman,50af5748-b888-4797-9ad7-302dde109b5e,Cherry Hills Village,Colorado,,,,Vanessa Fatima Esparza,100791
19438744,Green,Benjamin ,,,2012-08-18,male,999-39-4824,2687 S    LINDEN,,80222.0,Erinn Funk,a2f8da65-db28-42e7-ab47-14405eb30f6d,Denver,Colorado,,,,Benjamin  Green,100622
19439221,Campbell,Billy S,,,2015-03-11,male,999-85-8199,43 Elk Ln,,80127-5774,Lena Maggio,720781e3-96ef-401c-b18d-a6acc591ab51,Littleton,Colorado,,,,Billy S Campbell-King,105473
19437944,Aneshansley,Eva-Laila,,,2013-07-28,female,999-10-8037,8672 E. kettle,,80112-2707,Ivy Russel,eab147bb-e8ff-4edc-8aa6-7ed5bb4eb22d,Centennial,Colorado,,,,Eva-Laila Aneshansley,100224
19438478,Rodriguez,Luis Alphons,,,2009-04-16,male,999-36-7718,24586 E CALHUN PL UNIT C,,80016-2528,Starr Johnson,8cc865f0-de7a-4aff-ab65-3aff11b0af71,Aurora,Colorado,,,,Luis Alphons Rodriguez-Flores,100491
19439940,Maljian,Christian Aren,,,2009-06-28,male,999-91-8985,1792 S Pagosa Way,,80017-5200,Elouise Reichert,7788cba8-7d37-4b89-9681-b174886ff38f,Aurora,Colorado,,,,Christian Aren Maljian,105476
19438838,Gallegos,Jessica Milena,,,2010-07-01,female,999-17-2331,569    northanger        PL,,80010-3950,Luis Emmerich,0018f79a-8a82-4af9-867a-4b8c161b009b,aurora,Colorado,,,,Jessica Milena Gallegos,100665
19438878,Bergquist,Riley-Jenna,,,2011-03-03,female,999-65-4160,1600 Winter Ave,,80124-9565,Donette Hyatt,88213d78-0f11-40c4-93fc-19ac7a6c7a85,Lone Tree,Colorado,,,,Riley-Jenna Bergquist,100685
19439054,Dammen,Khalebimane,,,2011-09-17,male,999-31-1658,208 main st,,80516-6519,Rebbeca Hackett,6f7419d8-08ae-4060-ac67-903acfd5df53,Erie,Colorado,,,,Khalebimane Dammen,100768
19438348,Khn,Jaseeem Barakah,,,2011-10-01,male,999-84-2880,26 Emery Way APT.               25,,80501-1559,Luz Matos,4f76d368-a25d-4182-a9e8-edec6f169899,Longmont,Colorado,,,,Jaseeem Barakah Khn,100426
19437569,Taylor,Morgan MNU,,,2010-12-01,female,999-40-8366,964 Marine St APT B,,80302.0,Germaine Kuhic,d58b9d53-d286-4d4c-960c-1529e10a637e,Boulder,Colorado,,,,Morgan MNU Taylor,100038
19439048,Zink,Andrew Salem,,,2012-05-01,male,999-98-7941,3704   S_Hudson,,80237-1049,Vennie Cormier,63b13ad5-bbc8-48bc-89cf-07054f04e137,Denver,Colorado,,,,Andrew Salem Zink,100765
19438940,Smith Reilly,Brienma,,,2013-09-20,female,999-78-2431,18123 Telforn    Ave,,80134.0,Kiera Christiansen,5f7a4dc4-4e4a-4a61-b84c-0ff61cf10a9a,Parker,Colorado,,,,Brienma Smith Reilly,100716
19439250,Speiser,Landon Evan,,,2012-10-31,male,999-90-1417,2548 S NEWCOMBE ST,,80227-2763,Donette Erdman,259854a0-09b0-4e7c-afb0-9f313769b0ab,LAKEWOOD,Colorado,,,,Landon Evan Speiser,105475
19437738,Ventura,Carlos Emiliano,,,2013-10-18,male,999-23-3445,11646 W Maplewood Ave,,80234-2776,Tomeka Schaden,dddd132b-ecca-4818-a972-020885f7ea6c,Denver,Colorado,,,,Carlos Emiliano Ventura,100121
19438044,Fauver,Jensen Les,,,2011-02-02,male,999-37-1013,6283 S POTOMAC WAY,,80016-1293,Otelia Predovic,e19f1dde-abbb-401a-9c44-04d360d55c2b,Centennial,Colorado,,,,Jensen Les Fauver-Dixon,100274
19438154,Vigil,Selena Ada,,,2012-12-17,female,999-56-9837,344 Post Oak,,80116.0,Loren Lesch,72362479-ffb0-4515-b6bd-05cfedd5c849,Franktown,Colorado,,,,Selena Ada Vigil,100329
19438594,Higgins,Marley Casee Casee,,,2009-07-11,unknown,999-31-4185,9620 Gull St,,80260-5731,Melody Schiller,b32f131b-cc76-4d84-bfbd-2862f6055f30,Denver,Colorado,,,,Marley Casee Casee Higgins,100547
19437790,Drake,Alec Winthrop,,,2013-10-04,male,999-28-7182,4940 Meredith Way APT# 203,,80303-9118,Melonie Trantow,88619850-79f2-47c9-a311-2c1f8805f3e2,Boulder,Colorado,,,,Alec Winthrop Drake,100147
19439062,Daley,Caitlan Jana',,,2009-08-25,female,999-35-2294,4805 W 63rd Pl,,80003-6615,Athena Pfannerstill,3d32d3e3-ff28-4c30-87ef-8064ace9798f,Arvada,Colorado,,,,Caitlan Jana' Daley,100772
19438516,Hersh,Katie Maren,,,2009-12-23,female,999-75-1404,2332 XAVIER ST,,80219-5010,Elnora Nicolas,456a0660-12bb-4f7d-9fcd-44e83dc049b9,Denver,Colorado,,,,Katie Maren Hersh,100510
19438822,UNKNOWN,Marcos Jorge Colon,,,2009-10-26,male,999-24-8847,6455 Hoyt St.,,80123-3128,Denisha Jacobs,d7135748-3929-4c65-b0b1-3c81c8d681a3,Littleton,Colorado,,,,Marcos Jorge Colon UNKNOWN,100657
19438008,Sanders Roddick,Judy,,,2012-01-12,female,999-51-7453,9595 Pecos St LOT 446,,80260.0,Gricelda Zulauf,03f71d60-37f7-476c-80fe-024549011fba,Thornton,Colorado,,,,Judy Sanders Roddick,100256
19438762,Gregor,Camille Que enie,,,2014-02-05,female,999-60-4169,2020 Goss St,,80302-6529,Ailene Balistreri,ed1f05b0-e5ba-4fc0-8bfe-3155c2edbf86,Boulder,Colorado,,,,Camille Que enie Gregor,100631
19439918,Medina,Mariah Anabel,,,2013-09-10,female,999-38-2125,2105 Hackberry Cir,,80501-0912,Lela Spinka,30f91032-c121-445f-a1e8-a69bfd0d5040,Longmont,Colorado,,,,Mariah Anabel Medina,100786
19437900,Boone,Karly,,,2010-03-03,female,999-69-9428,321 14th Place,,80501-3365,Ariadna Jurado,ad32bfa5-718d-46fa-80fe-0b52b025148d,Longmont,Colorado,,,,Karly Boone,100202
19439230,Robinson,Jason Richard,,,2002-12-11,male,999-68-1157,9433 WAGON TRAIL CIR,,80123-1967,Mariette Klein,72f6492a-22d4-45f1-80d5-348996008899,Littleton,Colorado,,,,Jason Richard Robinson,105474
19436360,Souza,Brandon Arthur,,,2011-12-25,male,999-96-6654,16300 E Colfax Ave apt 44,,80503-4151,Xochitl Kiehn,964845b5-8ff7-4efb-af36-d01b265a23d6,Longmont,Colorado,,,,Brandon Arthur Souza,100009
19438932,Conner,Nicholas Leachlainn / Samuel,,,2014-11-11,male,999-18-5420,2707 Limestone Pl,,80027.0,Simone Kertzmann,8ea31e96-4585-4160-813e-17043a4a21b7,Superior,Colorado,,,,Nicholas Leachlainn / Samuel Conner,100712
19438816,Arguello,Baylee,,,2009-09-06,female,999-12-6483,400 Potomac Cir                 Apt 684,,80302-6277,Jann Haag,d6406421-12fe-4af1-b462-2576426f96dc,Boulder,Colorado,,,,Baylee Arguello,100654
19438872,Razvi,Ammar Gamal,,,2004-12-02,male,999-80-2908,125 Ranch Reserve Pkwy,,80234.0,Sha Rath,45cdf4c2-0405-47fa-92c6-3b311c99bff9,Denver,Colorado,,,,Ammar Gamal Razvi,100682
19439095,White,John Samuel,,,2013-11-30,male,999-34-3342,6939 Village Rd,,80134-6234,Albertha Hessel,42dfeeae-237a-465e-864d-5fcb8e9b2f48,Parker,Colorado,,,,John Samuel White,105470
19438026,Power,Ward,,,2010-05-08,male,999-71-7672,572 Main St,,80018-6040,Nan Johnson,d0b5269d-93aa-4f49-a221-68983f1fe831,Aurora,Colorado,,,,Ward Power,100265
19437714,Hollister,Brando,,,2014-02-08,male,999-88-1741,5371 W Dorado Pl,,80123-0858,Almeda Ebert,296241dd-39c4-4501-a2cc-bce25036d7a7,Littleton,Colorado,,,,Brando Hollister,100109
19438072,Mccullough,Jeremy Alban,,,2014-05-22,male,999-41-2919,827 Main St,,80138-7145,Cora Fay,71a21eb1-b700-4b36-a30a-d6a9d9daef5d,Parker,Colorado,,,,Jeremy Alban Mccullough,100288
19438360,Lopez,Sandra,,,2013-10-24,female,999-49-9565,5292 EVERETT ST,,80211-1614,Alvina Gislason,d2cc6d96-d0d1-4610-a31f-604687f4b6a8,Denver,Colorado,,,,Sandra Lopez,100432
19437758,Nickoloff,Brandon Leopold,,,2013-08-06,male,999-28-8914,6530 W Bayaud Ave,,80226-2153,Ashlyn Weber,14da01dd-d961-4851-8821-ef6412a97071,LakewOod,Colorado,,,,Brandon Leopold Nickoloff,100131
19438102,Gonzalez,Valer!a,,,2009-04-05,female,999-82-1344,1550 Depew St.  9E,,80214-1601,Rosann Lockman,53365f5f-b3a7-46c7-a3a9-3f3d81d29b76,Lakewood,Colorado,,,,Valer!a Gonzalez,100303
19439915,Anchondo,Carolina Zulema,,,2014-11-27,female,999-10-7779,7200 Lacey Ct,,80503-6488,Andrea Haro,67da2cbd-dda3-420b-a2b6-ea1f8589a920,Niwot,Colorado,,,,Carolina Zulema Anchondo,100785
19438376,Mendoza,Jacqueline Quil,,,2012-09-07,female,999-63-5420,15899 13th Pl-APT 108,,80011-7228,Velvet Corwin,e3c5b4a2-ca0e-4f25-86c0-98b6a44703a3,Aurora,Colorado,,,,Jacqueline Quil Mendoza,100440
19438777,Scanlan,Sammy Vevila,,,2010-07-01,female,999-29-6705,1201 S Irving St,,80219.0,Verlie Dooley,dee5c06f-3944-42f4-898e-e351640d5580,Denver,Colorado,,,,Sammy Vevila Scanlan,100637
19438536,Yanez–Suarez,Antonia ,,,2041-07-07,female,999-57-8095,1521 W 34th Ave.,,80232.0,Kay Stokes,dc15c224-fbb0-4453-a320-0ee3e0907f9f,Lakewood,Colorado,,,,Antonia  Yanez–Suarez,100520
19438803,UNKNOWN,Matteo Connor LEE,,,2012-08-23,male,999-64-5405,2811 Vallejo St APT 5,,80211-4384,Bernetta Gutkowski,315ced77-8ce1-4eb4-aa66-76423c978d41,Denver,Colorado,,,,Matteo Connor LEE UNKNOWN,100648
19438854,Gonzales Cruz,Toni Jacin,,,2009-11-29,female,999-87-9635,234 MAIN ST,,80238-2506,Chante Koepp,b3931c01-3dd9-4bcd-9b40-1cb307ec6544,Denver,Colorado,,,,Toni Jacin Gonzales Cruz,100673
19438824,Alvarezgerritsen,Amanda Eliana,,,2013-02-08,female,999-65-2777,12439 Josephine St,,80241-2744,Kori Bauch,6d3abff9-b3ea-4716-b83e-30c2a21e5234,Thornton,Colorado,,,,Amanda Eliana Alvarezgerritsen,100658
19439050,Brink,Delaney Kate,,,2013-01-06,female,999-58-4178,10220 W.   12th,,80215-4505,Thersa Rowe,cd660fc2-f118-453e-b6b0-581598fa464e,Lakewood,Colorado,,,,Delaney Kate Brink,100766
19437640,Gregory,Adrianna ,,,2012-01-18,female,999-94-2048,21265 E Nassau Ave,,80013-7451,Heather MacGyver,fd023945-a35e-415b-990f-0d6dae0eaac6,Aurora,Colorado,,,,Adrianna  Gregory,100070
19438994,Wilhoite,Liz Charit,,,2014-10-09,female,999-88-7572,924 S Rifle St,,80017-3213,Shavonda Cassin,44b1af6e-05d4-47c8-b370-358016da56ca,Aurora,Colorado,,,,Liz Charit Wilhoite,100738
19438242,Melchor,Christopher,,,2009-03-20,male,999-10-5264,12536 Temple Dr,,80465.0,Griselda Rice,e898feac-5391-4a35-8f3b-22d9dfaa4712,Morrison,Colorado,,,,Christopher Melchor,100373
19437800,Lager,Alexandra Olivia,,,2009-01-06,female,999-38-6925,20151 Edinborough Pl,,80260-6111,Pamela Strosin,5112f25b-b0cd-4656-8295-023aaf286103,Federal Hgts,Colorado,,,,Alexandra Olivia Lager,100152
19437571,Mills,Samanatha Becky,,,2009-05-17,female,999-83-9064,1244 Quari St,,80011-6225,Sierra Cremin,121ae24e-964b-48ca-bef2-0e37590a00e9,Aurora,Colorado,,,,Samanatha Becky Mills,100039
19437744,Amaro,Juju,,,2013-06-13,female,999-78-8913,10090 Crsytal Cir,,80022-9559,Rhonda Howell,7fed4ff1-4d65-473b-911b-f3c9fb3b95ba,Commerce City,Colorado,,,,Juju Amaro,100124
19438684,Rubel,Laurel Doris,,,2011-08-02,female,999-50-6291,7448 W 10th Ave,,80031-3161,Carry Bashirian,5c25c752-3af2-44ed-9173-a7cdd132ab56,WESTMINSTER,Colorado,,,,Laurel Doris Rubel,100592
19437654,Rogers,Peter MNU,,,2009-11-30,male,999-54-8507,18948 E Low Cir,,80015-3184,Laree Denesik,4643282f-353f-4274-9a0f-c6fa3ce22d5d,Aurora,Colorado,,,,Peter MNU Rogers-Fleming,100077
19438194,CANNATA,ZACKARY SETTIMIO,,,2013-06-25,male,999-63-9370,991 Arapahoe Cir,,80027-1085,Yasmine Boyle,9e5606bc-42a4-4e5f-9683-3761cad10504,LOUISVILLE,Colorado,,,,ZACKARY SETTIMIO CANNATA,100349
19439012,Lilly,Derek Stewart,,,2011-10-20,male,999-71-6400,1011 9th St,,80305 5335,Christin Lubowitz,1bb9fb3a-df96-4aad-8d7a-dc1b4e4e3731,Boulder,Colorado,,,,Derek Stewart Lilly,100747
19437770,Mouton,Amber Elinor,,,2013-06-14,female,999-52-3764,4826 Milwaukee St,,80216.0,Veta Ritchie,723152b0-e628-4219-b5c5-0cd9399a9d19,Denver,Colorado,,,,Amber Elinor Mouton,100137
19438750,Pile,Brandon N,,,2014-03-27,male,999-91-9047,3924 S Tibet,,80018-4567,Lovetta Medhurst,e884fb06-cb39-4d42-9425-eebc23038823,Aurora,Colorado,,,,Brandon N Pile,100625
19439114,Hyde,Frances Adley,,,2015-05-27,female,999-71-9424,2180 W Cedar Ave,,80223-1717,Toshia Brekke,138e9ada-4b66-4636-a98a-4dbd4eb960ed,Denver,Colorado,,,,Frances Adley Hyde,105471
19438514,Goebel,Kailey Laura,,,2014-12-20,female,999-52-5202,123 Robin Strait Blvd,,80030-6251,Hisako Oberbrunner,03ac1f8c-0f3d-4386-ba67-3986b60d5b6a,WESTMINSTER,Colorado,,,,Kailey Laura Goebel,100509
19438590,Curtin,William Nulte,,,2009-10-24,unknown,999-10-5299,1902 Dunkirk Ct,,80019-2101,Leighann Ferry,0e8cc207-4e7d-400b-ba70-7c6ff6e9068b,Aurora,Colorado,,,,William Nulte Curtin,100545
19439073,Kroeker,Derek Jost,,,2016-04-27,male,999-28-5240,3894 S fr@ser,,80014-4080,Tamera Baumbach,fcbf944c-2df5-4715-9c12-6f4365a05db1,Aurora,Colorado,,,,Derek Jost Kroeker,105468
19438732,Jenkin,Jet D.,,,2011-07-31,male,999-89-6467,7174 Ivanhoe St,,80022-1500,Wilhemina Williamson,0b484fc7-1855-4f1c-864c-4ab8119c5d22,Commerce City,Colorado,,,,Jet D. Jenkin,100616
19437545,Jackman,Aydin,,,2011-08-18,male,999-95-9570,2821 S Eaton,,80227-4115,Hattie Rodriguez,655ba396-a0da-40a0-aed2-56852b3f5ad6,Denver,Colorado,,,,Aydin Jackman,100026
19438048,Dixon,Gunnar-Matt,,,2013-12-13,male,999-11-8508,927 SARATOGA DR,,80212-7000,Nelia Volkman,4ab75f7a-aec8-4c8b-8980-24ce28c70bf2,Wheat Ridge,Colorado,,,,Gunnar-Matt Dixon,100276
19437882,Eychner,Emilee Dorothea,,,2011-11-01,female,999-25-2252,14398 W Bayaud Ave,,80234.0,Andrea Tovar,4bd0d867-253e-4c13-8eb3-9241f5c04c24,Denver,Colorado,,,,Emilee Dorothea Eychner,100193
19438212,Toledano,Leslie,,,2009-05-31,female,999-53-5883,12829 Arezzo Cir,,80013-1527,Mariella Schiller,91f0aeb4-c247-425b-8e53-831bb27ea44d,Aurora,Colorado,,,,Leslie Toledano,100358
19438428,Rhiner,Kevin Ekkehard,,,2009-05-02,male,999-15-5628,2882 Loma Place,,80301-1510,Lauran Kuhlman,b0bef6e6-6f9e-442b-b06d-7955412d0e79,Boulder,Colorado,,,,Kevin Ekkehard Rhiner,100466
19438036,Grimm,Jacob Larry,,,2009-04-05,male,999-30-7101,6146 POTOMAC WAY,,80111-6633,Norine Stokes,68712032-2e49-40ce-ab2f-cb97bb35e5d4,Centennial,Colorado,,,,Jacob Larry Grimm,100270
19437832,Quintana,Eliza Josefina,,,2012-07-05,female,999-39-3473,4070 W Dartmouth Ave,,80236.0,Charisse Gerlach,d4b1b5e3-ff52-430e-9d0f-7dddac169407,Denver,Colorado,,,,Eliza Josefina Quintana,100168
19439002,Martin,Olga Imogen,,,2013-11-15,female,999-65-7031,1947 N. Clark Ct APT 202,,80516-7213,Georgiana Klein,fc6c539e-70d3-4856-a638-3bb0176b26e5,Erie,Colorado,,,,Olga Imogen Martin,100742
19438942,Mc^nulty III,Daniel Ryan,,,2014-03-04,male,999-86-8154,1905 GROVE ST   ,,80302-8124,Alleen Rippin,7da63748-6e95-49b4-affc-cfe4d7ef4c2a,Boulder,Colorado,,,,Daniel Ryan Mc^nulty III,100717
19438638,Hiat,Nicki Marice,,,2012-03-08,female,999-56-3528,8467 Chase Dr,,80003-1228,Flo Haag,0c39a800-9b0d-488c-9979-d791344e0a17,Arvada,Colorado,,,,Nicki Marice Hiat,100569
19438779,Wallace,Jayda Polly,,,2011-09-14,female,999-79-7958,2112 Hudson Street,,80220.0,Portia Nader,e1126da7-7bfb-47f1-a648-52dbdb7b7d53,Denver,Colorado,,,,Jayda Polly Wallace,100638
19438716,Lockner,Kyla P[atien,,,2009-09-11,female,999-17-7483,13282 Elizabe5th,,80241-2064,Ladonna Swaniawski,528dbeb8-ac18-46bf-9292-9df2efa7e081,Thornton,Colorado,,,,Kyla P[atien Lockner,100608
19438756,Harting,Nicklas,,,2010-10-29,male,999-42-5000,56689 E 23rd Pl,,80136-7558,Haydee Collins,19632655-7821-4b37-b8c9-04efcdae528a,Strasburg,Colorado,,,,Nicklas Harting,100628
